airline_id,name,iata,icao,callsign,country,is_active
10798,Bobb Air Freight,1,\N,,Germany,Y
9335,TUIfly (X3),11,\N,,Germany,Y
16901,12 North,12,N12,12N,India,Y
19290,Eastern Atlantic Virtual Airlines,13,EAV,EAVA,United States,Y
1213,Air Salone,20,RNE,AIR SALONE,Sierra Leone,Y
18617,Euro Jet,24,\N,,Germany,Y
13781,88,47,VVN,,Cyprus,Y
13936,Royal European Airlines,69,\N,,United Kingdom,Y
17859,Southjet,76,SJS,,United States,Y
17860,Southjet connect,77,ZCS,,United States,Y
17862,Southjet cargo,78,XAN,,United States,Y
19830,All Australia,88,8K8,,Australia,Y
10372,Ciao Air,99,\N,,Italy,Y
1,Private flight,-,N/A,,,Y
9577,ELK Airways,--,ELK,,Estonia,Y
5533,Tyrolean Airways,\N,TYR,TYROLEAN,\N,Y
13947,Tom\\'s & co airliners,&T,T&O,T&,France,Y
13398,Whitaker Air,^^,\N,,Australia,Y
1542,Blue Air,0B,JOR,BLUE TRANSPORT,Romania,Y
1983,Darwin Airline,0D,DWT,DARWIN,Switzerland,Y
20224,Global Airlines,0G,GA0,,Argentina,Y
20074,All America MX,0M,0MM,,Mexico,Y
21131,All America BOPY,0P,PYB,BOPY,Paraguay,Y
17115,Copenhagen Express,0X,CX0,Copex,Denmark,Y
20073,All America CO,0Y,7ZC,,Colombia,Y
13076,OneChina,1C,1CH,,China,Y
20268,TransRussiaAirlines,1E,RGG,,Russia,Y
16261,CB Airways UK ( Interliging Flights ),1F,CIF,,United Kingdom,Y
3641,NetJets,1I,EJA,EXECJET,United States,Y
3743,Novair,1I,NVR,NAVIGATOR,Sweden,Y
20995,BudgetAir,1K,BG1,,Germany,Y
19971,All America CL,1R,R1R,,Chile,Y
3,1Time Airline,1T,RNX,NEXTIME,South Africa,Y
19927,Island Express Air,1X,\N,Abby Air,Canada,Y
19977,All America BR,1Y,A9B,,Brazil,Y
410,Aerocondor,2B,ARD,AEROCONDOR,Portugal,Y
18477,Aero VIP (2D),2D,\N,,Portugal,Y
2470,Frontier Flying Service,2F,FTA,FRONTIER-AIR,United States,Y
8359,Star Peru (2I),2I,\N,,Peru,Y
470,Air Burkina,2J,VBW,BURKINA,Burkina Faso,Y
1338,Aerolineas Galapagos (Aerogal),2K,GLG,AEROGAL,Ecuador,Y
2750,Helvetic Airways,2L,OAW,HELVETIC,Switzerland,Y
3529,Moldavian Airlines,2M,MDV,MOLDAVIAN,Moldova,Y
3652,NextJet,2N,NTJ,NEXTJET,Sweden,Y
897,Air Philippines,2P,GAP,ORIENT PACIFIC,Philippines,Y
149,Air Cargo Carriers,2Q,SNC,NIGHT CARGO,United States,Y
19970,All America AR,2R,M7A,,Argentina,Y
21270,Air Carnival,2S,\N,,India,Y
2663,Haiti Ambassador Airlines,2T,HAM,,Haiti,Y
909,Air Guinee Express,2U,GIP,FUTURE EXPRESS,Guinea,Y
5401,Welcome Air,2W,WLC,WELCOMEAIR,Austria,Y
19814,Regionalia Uruguay,2X,2K2,,Uruguay,Y
15953,JobAir,3B,\N,,Czech Republic,Y
10739,Air Choice One,3E,\N,,United States,Y
16262,Fly Colombia ( Interliging Flights ),3F,3FF,,Colombia,Y
595,Atlant-Soyuz Airlines,3G,AYZ,ATLANT-SOYUZ,Russia,Y
9851,Air Comet Chile,3I,\N,,Chile,Y
3021,Jetstar Asia Airways,3K,JSA,JETSTAR ASIA,Singapore,Y
2916,Intersky,3L,ISK,INTERSKY,Austria,Y
20710,Silver Airways (3M),3M,\N,Silver Wings,United States,Y
9818,Air Arabia Maroc,3O,\N,Air Arabia,Morocco,Y
5002,Tiara Air,3P,TNM,TIARA,Aruba,Y
1771,Yunnan Airlines,3Q,CYH,YUNNAN,China,Y
3545,Moskovia Airlines,3R,GAI,GROMOV AIRLINE,Russia,Y
11741,Air Antilles Express,3S,\N,GREEN BIRD,Guadeloupe,Y
5187,Turan Air,3T,URN,TURAN,Azerbaijan,Y
4608,Sichuan Airlines,3U,CSC,SI CHUAN,China,Y
19541,Malawian Airlines,3W,\N,,Malawi,Y
263,Air Kiribati,4A,AKL,,Kiribati,Y
20565,Boutique Air (Priv),4B,BTQ,,United States,Y
411,Aires,4C,ARE, Aerovias de Integracion Regional, S.A.,Y
442,Air Sinai,4D,ASD,AIR SINAI,Egypt,Y
2524,Gazpromavia,4G,GZP,GAZPROMAVIA,Russia,Y
8463,United Airways,4H,UBD,UNITED BANGLADESH,Bangladesh,Y
29,Askari Aviation,4K,AAS,AL-AAS,Pakistan,Y
11873,Euroline,4L,MJX,GEO-LINE,Georgia,Y
3201,LAN Argentina,4M,DSM,LAN AR,Argentina,Y
341,Air North Charter - Canada,4N,ANT,AIR NORTH,Canada,Y
17885,Interjet (ABC Aerolineas),4O,\N,INTERJET,Mexico,Y
11805,Business Aviation,4P,\N,AFRICAN BUSINESS,Congo (Kinshasa),Y
10758,Safi Airlines,4Q,\N,,Afghanistan,Y
2674,Hamburg International,4R,HHI,HAMBURG JET,Germany,Y
19908,Vuola Italia,4S,VI4,,Italy,Y
1401,Belair Airlines,4T,BHP,BELAIR,Switzerland,Y
2548,Germanwings,4U,GWI,GERMAN WINGS,Germany,Y
16724,Red Jet Mexico,4X,\N,,Mexico,Y
15930,Airlink (SAA),4Z,\N,,South Africa,Y
20657,Bassaka airlines,5B,BSX,5B,Cambodia,Y
1581,CAL Cargo Air Lines,5C,ICL,CAL,Israel,Y
165,Aerolitoral,5D,SLI,COSTERA,Mexico,Y
2051,DonbassAero,5D,UDC,DONBASS AERO,Ukraine,Y
13218,SGA Airlines,5E,\N,SIAM,Thailand,Y
4496,Skyservice Airlines,5G,SSV,SKYTOUR,Canada,Y
8576,Fly540,5H,FFV,SWIFT TANGO,Kenya,Y
1683,Cebu Pacific,5J,CEB,CEBU AIR,Philippines,Y
17909,Hi Fly (5K),5K,\N,,Portugal,Y
1231,Aerosur,5L,RSU,AEROSUR,Bolivia,Y
4436,Sibaviatrans,5M,SIB,SIBAVIA,Russia,Y
503,Aeroflot-Nord,5N,AUL,DVINA,Russia,Y
10650,Pal airlines,5P,\N,,Chile,Y
18232,BQB Lineas Aereas,5Q,\N,,Uruguay,Y
1623,Canadian North,5T,MPE,EMPRESS,Canada,Y
112,Astraeus,5W,AEU,FLYSTAR,United Kingdom,Y
928,Atlas Air,5Y,GTI,GIANT,United States,Y
18946,VivaColombia,5Z,VVC,,Colombia,Y
1876,Consorcio Aviaxsa,6A,CHP,AVIACSA,Mexico,Y
5122,TUIfly Nordic,6B,BLX,BLUESCAN,Sweden,Y
19828,Vuela Cuba,6C,6CC,,Cuba,Y
10845,Pelita,6D,\N,,Indonesia,Y
2850,IndiGo Airlines,6E,IGO,IFLY,India,Y
16956,MAT Airways,6F,MKD,,Macedonia,Y
565,Air Wales,6G,AWW,RED DRAGON,United Kingdom,Y
2954,Israir,6H,ISR,ISRAIR,Israel,Y
17095,Fly 6ix,6I,\N,,Sierra Leone,Y
4781,Skynet Asia Airways,6J,SNJ,NEWSKY,Japan,Y
1200,Asian Spirit,6K,RIT,ASIAN SPIRIT,Philippines,Y
12961,Gryphon Airlines,6P,\N,,United States,Y
1340,Alrosa Mirny Air Enterprise,6R,DRU,MIRNY,Russia,Y
5813,Air Mandalay,6T,\N,Six Tango,Burma,Y
16585,Air Cargo Germany,6U,\N,Loadmaster,Germany,Y
20144,Via Conectia Airlines,6V,CZV,,Uruguay,Y
4805,Saratov Aviation Division,6W,SOV,SARATOV AIR,Russia,Y
11814,SmartLynx Airlines,6Y,\N,,Latvia,Y
3168,Krasnojarsky Airlines,7B,KJC,KRASNOJARSKY AIR,Russia,Y
2994,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea,Y
563,Aeroline GmbH,7E,AWU,SYLT-AIR,Germany,Y
2354,First Air,7F,FAB,,Canada,Y
4388,Star Flyer,7G,SFJ,STARFLYER,Japan,Y
16726,Era Alaska,7H,ERR,ERAH,United States,Y
18944,Insel Air (7I/INC) (Priv),7I,\N,,Netherlands Antilles,Y
9531,Tajik Air,7J,\N,,Tajikistan,Y
3157,Kogalymavia Air Company,7K,KGL,KOGALYM,Russia,Y
4619,Sun D'Or,7L,ERO,ECHO ROMEO,Israel,Y
16615,Mongolian International Air Lines ,7M,ZTF,Mongol_AIr ,Mongolia,Y
19813,All Colombia,7O,7KK,,Colombia,Y
1500,Metro Batavia,7P,BTV,BATAVIA,Indonesia,Y
11731,Pan Am World Airways Dominicana,7Q,\N,PAWA,Dominican Republic,Y
21317,Svyaz Rossiya,7R,SJM,RussianConnecty,Russia,Y
174,Air Glaciers,7T,AGV,AIR GLACIERS,Switzerland,Y
11843,Med Airways,7Y,\N,FLYING CARPET,Lebanon,Y
11804,Halcyonair,7Z,\N,CREOLE,Cape Verde,Y
180,Atlas Blue,8A,BMM,ATLAS BLUE,Morocco,Y
17408,BusinessAir,8B,BCC,,Thailand,Y
1472,Bering Air,8E,BRG,BERING AIR,United States,Y
11840,STP Airways,8F,STP,SAOTOME AIRWAYS,Sao Tome and Principe,Y
2704,Heli France,8H,HFR,HELIFRANCE,France,Y
3027,Jet4You,8J,JFU,ARGAN,Morocco,Y
19812,Voestar,8K,K88,,Brazil,Y
2942,Cargo Plus Aviation,8L,CGP,,United Arab Emirates,Y
3570,Myanmar Airways International,8M,MMM,assignment postponed,Myanmar,Y
3432,Maxair,8M,MXL,MAXAIR,Sweden,Y
1550,Barents AirLink,8N,NKF,NORDFLIGHT,Sweden,Y
3856,Pacific Coastal Airline,8P,PCO,PASCO,Canada,Y
5559,Maldivian Air Taxi,8Q,\N,\N,Maldives,Y
3788,Onur Air,8Q,OHY,ONUR AIR,Turkey,Y
5188,TRIP Linhas A,8R,TIB,TRIP,Brazil,Y
32,Afriqiyah Airways,8U,AAW,AFRIQIYAH,Libya,Y
55,Astral Aviation,8V,ACP,ASTRAL CARGO,Kenya,Y
5462,Wizz Air Hungary,8Z,WVL,WIZZBUL,Bulgaria,Y
19806,All Africa,9A,99F,,South Africa,Y
15999,China SSS,9C,\N,,China,Y
3976,Pinnacle Airlines,9E,FLG,FLAGSHIP,United States,Y
13106,MDLR Airlines,9H,\N,MDLR,India,Y
20288,International Europe,9I,INE,,Spain,Y
19827,Regionalia Chile,9J,CR1,,Chile,Y
1629,Cape Air,9K,KAP,CAIR,United States,Y
1821,Colgan Air,9L,CJC,COLGAN,United States,Y
19810,Regional Air Iceland,9N,N78,,Iceland,Y
3835,PB Air,9Q,PBA,PEEBEE AIR,Thailand,Y
4691,SATENA,9R,NSE,SATENA,Colombia,Y
4607,Spring Airlines,9S,CQH,AIR SPRING,China,Y
5064,Transwest Air,9T,ABS,ATHABASKA,Canada,Y
1073,Air Moldova,9U,MLD,AIR MOLDOVA,Moldova,Y
20004,Volotea Costa Rica,9V,VC9,,Costa Rica,Y
3000,Jet Airways,9W,JAI,JET AIRWAYS,India,Y
19815,Regionalia Venezuela,9X,9XX,,Venezuela,Y
6222,Air Kazakhstan,9Y,KZK,Kazakh,Kazakhstan,Y
10226,Atifly,A1,A1F,atifly,United States,Y
19804,All America,A2,AL2,,United States,Y
96,Aegean Airlines,A3,AEE,AEGEAN,Greece,Y
4550,Southern Winds Airlines,A4,SWD,SOUTHERN WINDS,Argentina,Y
1203,Airlinair,A5,RLA,AIRLINAIR,France,Y
17989,Air Alps Aviation (A6),A6,\N,ALPAV,Austria,Y
1087,Air Plus Comet,A7,MPD,RED COMET,Spain,Y
2538,Georgian Airways,A9,TGZ,TAMAZI,Georgia,Y
24,American Airlines,AA,AAL,AMERICAN,United States,Y
214,Air Berlin,AB,BER,AIR BERLIN,Germany,Y
330,Air Canada,AC,ACA,AIR CANADA,Canada,Y
13983,Azul,AD,AZU,,Brazil,Y
3392,Mandarin Airlines,AE,MDA,Mandarin,Taiwan,Y
137,Air France,AF,AFR,AIRFRANS,France,Y
20978,All America US,AG,SSA,,United States,Y
794,Air Algerie,AH,DAH,AIR ALGERIE,Algeria,Y
218,Air India Limited,AI,AIC,AIRINDIA,India,Y
1116,Aero Contractors,AJ,NIG,AEROLINE,Nigeria,Y
576,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia,Y
4589,Skywalk Airlines,AL,SYX,SKYWAY-EX,United States,Y
321,AeroMéxico,AM,AMX,AEROMEXICO,Mexico,Y
13,Ansett Australia,AN,AAA,ANSETT,Australia,Y
13254,Avianova (Russia),AO,\N,Nova,Russia,Y
240,Air One,AP,ADH,HERON,Italy,Y
22,Aloha Airlines,AQ,AAH,ALOHA,United States,Y
412,Aerolineas Argentinas,AR,ARG,ARGENTINA,Argentina,Y
439,Alaska Airlines,AS,ASA, Inc.,ALASKA,Y
4248,Royal Air Maroc,AT,RAM,ROYALAIR MAROC,Morocco,Y
510,Austral Lineas Aereas,AU,AUT,AUSTRAL,Argentina,Y
515,Avianca - Aerovias Nacionales de Colombia,AV,AVA, S.A.,AVIANCA,Y
16960,Asian Wings Airways,AW,AWM,Asian Star,Burma,Y
5160,Trans States Airlines,AX,LOF,WATERSKI,United States,Y
2350,Finnair,AY,FIN,FINNAIR,Finland,Y
596,Alitalia,AZ,AZA,ALITALIA,Italy,Y
17841,Aws express,B0,666,aws,United States,Y
9825,Baltic Air lines,B1,BA1,Baltic,Latvia,Y
1478,Belavia Belarusian Airlines,B2,BRU,BELARUS AVIA,Belarus,Y
1436,Bellview Airlines,B3,BLV,BELLVIEW AIRLINES,Nigeria,Y
2425,Flyglobespan,B4,GSM,GLOBESPAN,United Kingdom,Y
2395,Flightline,B5,FLT,FLIGHTLINE,United Kingdom,Y
3029,JetBlue Airways,B6,JBU,JETBLUE,United States,Y
9082,Uni Air,B7,UIA,Glory,Taiwan,Y
2213,Eritrean Airlines,B8,ERT,ERITREAN,Eritrea,Y
543,Air Bangladesh,B9,BGD,AIR BANGLA,Bangladesh,Y
1355,British Airways,BA,BAW,SPEEDBIRD,United Kingdom,Y
4335,Seaborne Airlines,BB,SBS,SEABORNE,United States,Y
4740,Skymark Airlines,BC,SKY,SKYMARK,Japan,Y
1437,bmi,BD,BMA,MIDLAND,United Kingdom,Y
2421,Flybe,BE,BEE,JERSEY,United Kingdom,Y
1230,Aero-Service,BF,RSR,CONGOSERV,Republic of the Congo,Y
1359,Biman Bangladesh Airlines,BG,BBC,BANGLADESH,Bangladesh,Y
4255,Royal Brunei Airlines,BI,RBA,BRUNEI,Brunei,Y
3740,Nouvel Air Tunisie,BJ,LBT,NOUVELAIR,Tunisia,Y
4026,Potomac Air,BK,PDC,DISTRICT,United States,Y
3850,Jetstar Pacific,BL,PIC,PACIFIC AIRLINES,Vietnam,Y
2782,Horizon Airlines,BN,HZA,,Australia,Y
683,Air Botswana,BP,BOT,BOTSWANA,Botswana,Y
13732,Buquebus Líneas Aéreas,BQ,BQB,,Uruguay,Y
2091,EVA Air,BR,EVA,EVA,Taiwan,Y
1411,British International Helicopters,BS,BIH,BRINTEL,United Kingdom,Y
333,Air Baltic,BT,BTI,AIRBALTIC,Latvia,Y
16508,Baikotovitchestrian Airlines ,BU,BUU,,American Samoa,Y
1463,Blue Panorama Airlines,BV,BPA,BLUE PANOROMA,Italy,Y
1663,Caribbean Airlines,BW,BWA,CARIBBEAN AIRLINES,Trinidad and Tobago,Y
5982,Air Busan,BX,ABL,Air Busan,Republic of Korea,Y
5013,Thomsonfly,BY,TOM,TOMSON,United Kingdom,Y
15975,Black Stallion Airways,BZ,BSA,Stallion,United States,Y
1708,Centralwings,C0,CLW,CENTRALWINGS,Poland,Y
10673,CanXpress,C1,CA1,CAX,Canada,Y
10683,CanXplorer,C2,CAP,,Canada,Y
1879,Contact Air,C3,KIS,CONTACTAIR,Germany,Y
12997,QatXpress,C3,QAX,,Qatar,Y
14094,LionXpress,C4,LIX,LIX,Cameroon,Y
1843,CommutAir,C5,UCA,COMMUTAIR,United States,Y
17571,Sky Wing Pacific,C7,CR7,,South Korea,Y
1784,Cirrus Airlines,C9,RUS,CIRRUS AIR,Germany,Y
751,Air China,CA,CCA,AIR CHINA,China,Y
16151,CCML Airlines,CB,CCC,,Colombia,Y
221,Air Atlanta Icelandic,CC,ABD,ATLANTA,Iceland,Y
3363,Macair Airlines,CC,MCK,,Australia,Y
13105,Air India Regional,CD,\N,ALLIED,India,Y
3613,Nationwide Airlines,CE,NTW,NATIONWIDE,South Africa,Y
1789,City Airline,CF,SDR,SWEDESTAR,Sweden,Y
1308,Airlines PNG,CG,TOK,BALUS,Papua New Guinea,Y
1442,Bemidji Airlines,CH,BMJ,BEMIDJI,United States,Y
1756,China Airlines,CI,CAL,DYNASTY,Taiwan,Y
1795,BA CityFlyer,CJ,CFE,FLYER,United Kingdom,Y
3322,Lufthansa CityLine,CL,CLH,HANSALINE,Germany,Y
1889,Copa Airlines,CM,CMP,COPA,Panama,Y
9829,Canadian National Airways,CN,YCP,CaNational,Canada,Y
1881,Continental Airlines,CO,COA,CONTINENTAL,United States,Y
1615,Canadian Airlines,CP,CDN,CANADIAN,Canada,Y
1860,Compass Airlines,CP,CPZ,Compass Rose,United States,Y
13734,SOCHI AIR,CQ,KOL,SLOW FROG,Russia,Y
1884,Continental Micronesia,CS,CMI,AIR MIKE,United States,Y
16975,Alitalia Cityliner,CT,\N,,Italy,Y
1936,Cubana de Aviación,CU,CUB,CUBANA,Cuba,Y
787,Air Chathams,CV,CVA,CHATHAM,New Zealand,Y
788,Air Marshall Islands,CW,CWM,AIR MARSHALLS,Marshall Islands,Y
1680,Cathay Pacific,CX,CPA,CATHAY,Hong Kong SAR of China,Y
1942,Cyprus Airways,CY,CYP,CYPRUS,Cyprus,Y
1767,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China,Y
14620,Domenican Airlines,D1,MDO,Domenican,Dominican Republic,Y
20270,Severstal Air Company,D2,\N,,Russia,Y
1966,Daallo Airlines,D3,DAO,DALO AIRLINES,Djibouti,Y
2881,Interair South Africa,D6,ILN,INLINE,South Africa,Y
2417,AirAsia X,D7,XAX,XANADU,Malaysia,Y
2041,Djibouti Airlines,D8,DJB,DJIBOUTI AIR,Djibouti,Y
816,Aeroflot-Don,D9,DNV,DONAVIA,Russia,Y
11839,Dana Air,DA,\N,DANACO,Nigeria,Y
1523,Brit Air,DB,BZH,BRITAIR,France,Y
2585,Golden Air,DC,GAO,GOLDEN,Sweden,Y
3674,Nok Air,DD,NOK,NOK AIR,Thailand,Y
1868,Condor Flugdienst,DE,CFG,CONDOR,Germany,Y
17780,Michael Airlines,DF,MJG,MJG,Puerto Rico,Y
4475,South East Asian Airlines,DG,SRQ,SEAIR,Philippines,Y
10128,Dennis Sky,DH,DSY,DSY,Israel,Y
2077,dba,DI,BAG,SPEEDWAY,Germany,Y
2125,Eastland Air,DK,ELA,,Australia,Y
2009,Delta Air Lines,DL,DAL,DELTA,United States,Y
17094,Senegal Airlines,DN,SGG,,Senegal,Y
2047,Dominicana de Aviaci,DO,DOA,DOMINICANA,Dominican Republic,Y
2357,First Choice Airways,DP,FCA,JETSET,United Kingdom,Y
547,Air Mediterranee,DR,BIE,MEDITERRANEE,France,Y
6855,EasyJet (DS),DS,\N,,Switzerland,Y
5133,TAAG Angola Airlines,DT,DTA,DTA,Angola,Y
20170,Norwegian Long Haul AS,DU,NLH,NORSTAR,Norway,Y
4840,Scat Air,DV,VSV,VLASTA,Kazakhstan,Y
1954,DAT Danish Air Transport,DX,DTR,DANISH,Denmark,Y
3737,Norwegian Air Shuttle,DY,NAX,NOR SHUTTLE,Norway,Y
11963,Starline.kz,DZ,\N,ALUNK,Kazakhstan,Y
16702,Usa Sky Cargo,E1,ES2,USKY,United States,Y
20047,Eagle Atlantic Airlines,E2,\N,,Ghana,Y
2048,Domodedovo Airlines,E3,DMO,DOMODEDOVO,Russia,Y
11823,Elysian Airlines,E4,GIE,,Cameroon,Y
16963,Air Arabia Egypt,E5,RBG,,Egypt,Y
20160,City Airways,E8,GTA,CITY AIR,Thailand,Y
11806,Compagnie Africaine d\\'Aviation,E9,\N,AFRICOMPANY,Congo (Kinshasa),Y
2251,European Air Express,EA,EAL,STAR WING,Germany,Y
1322,Avialeasing Aviation Company,EC,TWN,TWINARROW,Uzbekistan,Y
208,Airblue,ED,ABQ,PAKBLUE,Pakistan,Y
21021,Nordica,EE,\N,REVAL,Estonia,Y
2324,Far Eastern Air Transport,EF,EFA,Far Eastern,Taiwan,Y
2989,Japan Asia Airways,EG,JAA,ASIA,Japan,Y
837,Aer Lingus,EI,EIN,SHAMROCK,Ireland,Y
3644,New England Airlines,EJ,NEA,NEW ENGLAND,United States,Y
2183,Emirates,EK,UAE,EMIRATES,United Arab Emirates,Y
336,Air Nippon,EL,ANK,ANK AIR,Japan,Y
93,Aero Benin,EM,AEB,AEROBEN,Benin,Y
807,Air Dolomiti,EN,DLA,DOLOMOTI,Italy,Y
2293,Express One International,EO,LHN,LONGHORN,United States,Y
2923,Iran Aseman Airlines,EP,IRC,,Iran,Y
4863,TAME,EQ,TAE,TAME,Ecuador,Y
19831,Fly Europa,ER,RWW,,Spain,Y
13304,EuropeSky,ES,EUV,EuropeSky,Germany,Y
2220,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia,Y
2193,Empresa Ecuatoriana De Aviacion,EU,EEA,ECUATORIANA,Ecuador,Y
452,Atlantic Southeast Airlines,EV,ASQ,ACEY,United States,Y
2260,Eurowings,EW,EWG,EUROWINGS,Germany,Y
20881,Europe Jet,EX,EU9,,France,Y
2222,Etihad Airways,EY,ETD,ETIHAD,United Arab Emirates,Y
2261,Evergreen International Airlines,EZ,EIA,EVERGREEN,United States,Y
16234,Fly Brasil,F1,FBL,FBL,Brazil,Y
21012,Fly One,F5,FI5,,Moldova,Y
2420,Flybaboo,F7,BBO,BABOO,Switzerland,Y
13242,Air2there,F8,\N,,New Zealand,Y
2468,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States,Y
9833,Epic Holiday,FA,4AA,Epic,United States,Y
1548,Bulgaria Air,FB,LZB,FLYING BULGARIA,Bulgaria,Y
2351,Finncomm Airlines,FC,WBA,WESTBIRD,Finland,Y
4947,Thai AirAsia,FD,AIQ,THAI ASIA,Thailand,Y
20827,Fly France,FF,FRF,,France,Y
125,Ariana Afghan Airlines,FG,AFG,ARIANA,Afghanistan,Y
18252,FlyHigh Airlines Ireland (FH),FH,FHI,FLYHIRELAND,Ireland,Y
2835,Icelandair,FI,ICE,ICEAIR,Iceland,Y
879,Air Pacific,FJ,FJI,PACIFIC,Fiji,Y
715,Africa West,FK,WTA,WEST TOGO,Togo,Y
1316,AirTran Airways,FL,TRS,CITRUS,United States,Y
4609,Shanghai Airlines,FM,CSH,SHANGHAI AIR,China,Y
476,Airlines Of Tasmania,FO,ATM,AIRTAS,Australia,Y
2454,Freedom Air,FP,FRE,FREEDOM,United States,Y
4896,Thomas Cook Airlines,FQ,TCW,THOMAS COOK,Belgium,Y
4296,Ryanair,FR,RYR,RYANAIR,Ireland,Y
4513,Servicios de Transportes A,FS,STU,FUEGUINO,Argentina,Y
4469,Siem Reap Airways,FT,SRH,SIEMREAP AIR,Cambodia,Y
9343,Felix Airways,FU,FXX,,Yemen,Y
641,Rossiya-Russian Airlines,FV,SDM,PULKOVO,Russia,Y
2826,Ibex Airlines,FW,IBX,IBEX,Japan,Y
20110,FOX Linhas Aereas,FX,FOX,,Brazil,Y
2353,Firefly,FY,FFM,FIREFLY,Malaysia,Y
14485,Fly Dubai,FZ,FDB,,United Arab Emirates,Y
2556,Ghana International Airlines,G0,GHB,GHANA AIRLINES,Ghana,Y
16327,Indya Airline Group,G1,IG1,Indya1,India,Y
1790,City Connexion Airlines,G3,CIX,CONNEXION,Burundi,Y
2581,Gol Transportes Aéreos,G3,GLO,GOL TRANSPORTE,Brazil,Y
4374,Sky Express,G3,SEH,AIR CRETE,Greece,Y
35,Allegiant Air,G4,AAY,ALLEGIANT,United States,Y
15837,Huaxia,G5,\N,,China,Y
11855,Air Volga,G6,\N,GOUMRAK,Russia,Y
2577,GoJet Airlines,G7,GJS,GATEWAY,United States,Y
2575,Go Air,G8,GOW,GOAIR,India,Y
329,Air Arabia,G9,ABY,ARABIA,United Arab Emirates,Y
2520,Garuda Indonesia,GA,GIA,INDONESIA,Indonesia,Y
13306,BRAZIL AIR,GB,BZE,BRAZIL AIR,Brazil,Y
5038,TransAsia Airways,GE,TNA,TransAsia,Taiwan,Y
2638,Gulf Air Bahrain,GF,GBA,GULF BAHRAIN,Bahrain,Y
931,Air Guyane,GG,GUY,GREEN BIRD,French Guiana,Y
6196,Globus,GH,GLP,,Russia,Y
2958,Itek Air,GI,IKA,ITEK-AIR,Kyrgyzstan,Y
2239,Eurofly Service,GJ,EEU,EUROFLY,Italy,Y
14118,Genesis,GK,\N,,Pakistan,Y
921,Air Greenland,GL,GRL,GREENLAND,Denmark,Y
15984,German International Air Lines,GM,GER,,Germany,Y
16695,GNB Linhas Aereas,GN,\N,,Brazil,Y
3180,Kuzu Airlines Cargo,GO,KZU,KUZU CARGO,Turkey,Y
12962,Gadair European Airlines,GP,GDR,GADAIR,Spain,Y
508,Aurigny Air Services,GR,AUR,AYLINE,United Kingdom,Y
690,Air Foyle,GS,UPA,FOYLE,United Kingdom,Y
2486,GB Airways,GT,GBL,GEEBEE AIRWAYS,United Kingdom,Y
386,Aero Flight,GV,ARF,Aero Fox,Germany,Y
3175,Kuban Airlines,GW,KIL,AIR KUBAN,Russia,Y
20802,GermanXL,GX,GXG,,Germany,Y
9620,Gabon Airlines,GY,GBK,GABON AIRLINES,Gabon,Y
4234,Air Rarotonga,GZ,RAR,,Cook Islands,Y
16735,Hankook Air US,H1,HA1,,United States,Y
4737,Sky Airline,H2,SKU,AEROSKY,Chile,Y
16110,Harbour Air (Priv),H3,\N,,Canada,Y
16796,I-Fly,H5,RSY,RUSSIAN SKY,Russia,Y
2657,Hageland Aviation Services,H6,HAG,HAGELAND,United States,Y
1973,Dalavia,H8,KHB,DALAVIA,Russia,Y
16373,PEGASUS AIRLINES-,H9,\N,,Turkey,Y
2688,Hawaiian Airlines,HA,HAL,HAWAIIAN,United States,Y
16323,Himalayan Airlines,HC,HYM,Himalayan,Nepal,Y
2765,Hokkaido International Airlines,HD,ADO,AIR DO,Japan,Y
3319,Luftfahrtgesellschaft Walter,HE,LGW,WALTER,Germany,Y
2682,Hapagfly,HF,HLF,HAPAG LLOYD,Germany,Y
3661,Niki,HG,NLY,FLYNIKI,Austria,Y
16116,Air Hamburg (AHO),HH,AHO,Air Hamburg,Germany,Y
16625,Papillon Grand Canyon Helicopters,HI,\N,,United States,Y
9784,Yangon Airways,HK,\N,Hotel Kilo,Burma,Y
319,Air Seychelles,HM,SEY,SEYCHELLES,Seychelles,Y
16707,Hankook Airline,HN,HNX,HNX,South Korea,Y
3081,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China,Y
281,America West Airlines,HP,AWE,CACTUS,United States,Y
1769,China United Airlines,HR,CUA,LIANHANG,China,Y
11834,Hellenic Imperial Airways,HT,IMP,IMPERIAL,Greece,Y
2660,Hainan Airlines,HU,CHH,HAINAN,China,Y
5039,Transavia Holland,HV,TRA,TRANSAVIA,Netherlands,Y
2748,Hello,HW,FHE,FLYHELLO,Switzerland,Y
2773,Hong Kong Airlines,HX,CRK,BAUHINIA,Hong Kong SAR of China,Y
5281,Uzbekistan Airways,HY,UZB,UZBEK,Uzbekistan,Y
4808,Sat Airlines,HZ,SOZ,SATCO,Kazakhstan,Y
17881,Iberia Express,I2,IBS,,Spain,Y
20752,ATA Airlines (Iran),I3,\N,ATALAR,Iran,Y
19944,International AirLink,I4,\N,,Jamaica,Y
17794,Indonesia Sky,I5,IDS,,Indonesia,Y
10955,MexicanaLink,I6,MXI,LINK,Mexico,Y
